Job Title,Company,Platform,Skill,Language,Location,Job Description,Job Type,Salary Range
Social Media Assistant,Company_4450,Internshala,Customer Support,Gujarati,West Bengal,Looking for Social Media Assistant in West Bengal with skills in Customer Support.,Part-time,10520 INR/month
Telecaller,Company_1156,Apna,Cleaning,Telugu,Uttar Pradesh,Looking for Telecaller in Uttar Pradesh with skills in Cleaning.,Full-time,26022 INR/month
Caregiver,Company_1507,JobHai,Packing,English,Chhattisgarh,Looking for Caregiver in Chhattisgarh with skills in Packing.,Full-time,24587 INR/month
Content Writer,Company_3903,Shine,Crafting,Gujarati,Uttarakhand,Looking for Content Writer in Uttarakhand with skills in Crafting.,Full-time,10276 INR/month
Content Writer,Company_1153,FreshersWorld,Time Management,Marathi,Haryana,Looking for Content Writer in Haryana with skills in Time Management.,Part-time,Negotiable
Health Worker (ASHA),Company_4623,Shine,Communication,English,Maharashtra,Looking for Health Worker (ASHA) in Maharashtra with skills in Communication.,Part-time,21894 INR/month
Housekeeper,Company_4212,Internshala,Social Media Promotion,Marathi,Uttar Pradesh,Looking for Housekeeper in Uttar Pradesh with skills in Social Media Promotion.,Full-time,13635 INR/month
Health Worker (ASHA),Company_2070,FreshersWorld,Basic Accounting,Marathi,Rajasthan,Looking for Health Worker (ASHA) in Rajasthan with skills in Basic Accounting.,Full-time,14175 INR/month
Health Worker (ASHA),Company_1378,Indeed,Call Handling,Punjabi,Madhya Pradesh,Looking for Health Worker (ASHA) in Madhya Pradesh with skills in Call Handling.,Full-time,27463 INR/month
Health Worker (ASHA),Company_6292,FreshersWorld,Tailoring,Tamil,Uttar Pradesh,Looking for Health Worker (ASHA) in Uttar Pradesh with skills in Tailoring.,Part-time,18979 INR/month
Content Writer,Company_1712,FreshersWorld,Social Media Promotion,Gujarati,Chhattisgarh,Looking for Content Writer in Chhattisgarh with skills in Social Media Promotion.,Full-time,19107 INR/month
Customer Support,Company_4188,FreshersWorld,Cooking,Hindi,Uttarakhand,Looking for Customer Support in Uttarakhand with skills in Cooking.,Part-time,10831 INR/month
Beautician Assistant,Company_3694,WorkIndia,Basic Computer,Marathi,Madhya Pradesh,Looking for Beautician Assistant in Madhya Pradesh with skills in Basic Computer.,Part-time,Negotiable
Content Writer,Company_6477,Apna,Social Media Promotion,Tamil,Uttar Pradesh,Looking for Content Writer in Uttar Pradesh with skills in Social Media Promotion.,Full-time,25518 INR/month
Beautician Assistant,Company_4878,Shine,Sewing,Gujarati,Chhattisgarh,Looking for Beautician Assistant in Chhattisgarh with skills in Sewing.,Full-time,24369 INR/month
Content Writer,Company_1994,FreshersWorld,Caregiving,English,Bihar,Looking for Content Writer in Bihar with skills in Caregiving.,Full-time,12130 INR/month
Telecaller,Company_8075,Apna,Marketing,Hindi,Maharashtra,Looking for Telecaller in Maharashtra with skills in Marketing.,Part-time,28325 INR/month
Housekeeper,Company_7735,Internshala,Crafting,Tamil,Bihar,Looking for Housekeeper in Bihar with skills in Crafting.,Part-time,10347 INR/month
Social Media Assistant,Company_6564,WorkIndia,Marketing,Tamil,Bihar,Looking for Social Media Assistant in Bihar with skills in Marketing.,Full-time,10851 INR/month
Social Media Assistant,Company_2682,Shine,Caregiving,Marathi,Bihar,Looking for Social Media Assistant in Bihar with skills in Caregiving.,Part-time,29427 INR/month
NGO Worker,Company_7897,Naukri,Packing,Punjabi,West Bengal,Looking for NGO Worker in West Bengal with skills in Packing.,Part-time,16092 INR/month
Beautician Assistant,Company_6106,Naukri,Sewing,Hindi,Rajasthan,Looking for Beautician Assistant in Rajasthan with skills in Sewing.,Full-time,21722 INR/month
Anganwadi Worker,Company_6618,Naukri,Content Writing,Telugu,Maharashtra,Looking for Anganwadi Worker in Maharashtra with skills in Content Writing.,Part-time,26963 INR/month
Warehouse Helper,Company_1894,Naukri,Sewing,Marathi,Chhattisgarh,Looking for Warehouse Helper in Chhattisgarh with skills in Sewing.,Part-time,Negotiable
NGO Worker,Company_8794,Indeed,Basic Computer,Gujarati,Madhya Pradesh,Looking for NGO Worker in Madhya Pradesh with skills in Basic Computer.,Full-time,29653 INR/month
Cook,Company_6384,Shine,Cleaning,Punjabi,Uttarakhand,Looking for Cook in Uttarakhand with skills in Cleaning.,Part-time,11382 INR/month
Packing Assistant,Company_8643,Indeed,Tailoring,Marathi,Madhya Pradesh,Looking for Packing Assistant in Madhya Pradesh with skills in Tailoring.,Full-time,20863 INR/month
Caregiver,Company_6944,Indeed,Crafting,Bengali,Uttar Pradesh,Looking for Caregiver in Uttar Pradesh with skills in Crafting.,Part-time,28176 INR/month
Content Writer,Company_6896,Naukri,Health Awareness,Telugu,Madhya Pradesh,Looking for Content Writer in Madhya Pradesh with skills in Health Awareness.,Part-time,Negotiable
NGO Worker,Company_3855,Internshala,Basic Accounting,Marathi,Maharashtra,Looking for NGO Worker in Maharashtra with skills in Basic Accounting.,Part-time,15850 INR/month
NGO Worker,Company_1343,Apna,Basic Accounting,Punjabi,Bihar,Looking for NGO Worker in Bihar with skills in Basic Accounting.,Full-time,Negotiable
Content Writer,Company_4934,Shine,Communication,Punjabi,Haryana,Looking for Content Writer in Haryana with skills in Communication.,Part-time,15615 INR/month
Sales Girl,Company_3142,WorkIndia,Basic Computer,English,Rajasthan,Looking for Sales Girl in Rajasthan with skills in Basic Computer.,Full-time,Negotiable
Caregiver,Company_1756,Shine,Cooking,Tamil,Madhya Pradesh,Looking for Caregiver in Madhya Pradesh with skills in Cooking.,Full-time,27546 INR/month
Anganwadi Worker,Company_5588,Naukri,Cooking,Marathi,Uttar Pradesh,Looking for Anganwadi Worker in Uttar Pradesh with skills in Cooking.,Full-time,29139 INR/month
Packing Assistant,Company_3743,Indeed,Basic Computer,Telugu,Bihar,Looking for Packing Assistant in Bihar with skills in Basic Computer.,Full-time,26684 INR/month
Delivery Boy,Company_6272,FreshersWorld,Call Handling,Telugu,Rajasthan,Looking for Delivery Boy in Rajasthan with skills in Call Handling.,Full-time,25836 INR/month
Packing Assistant,Company_4394,FreshersWorld,Teaching,Tamil,Uttar Pradesh,Looking for Packing Assistant in Uttar Pradesh with skills in Teaching.,Part-time,17680 INR/month
Caregiver,Company_3575,Indeed,Health Awareness,Tamil,Uttarakhand,Looking for Caregiver in Uttarakhand with skills in Health Awareness.,Full-time,28040 INR/month
Data Entry Operator,Company_9500,Naukri,Basic Computer,Punjabi,Haryana,Looking for Data Entry Operator in Haryana with skills in Basic Computer.,Part-time,25245 INR/month
Sales Girl,Company_8086,Shine,Grooming,Telugu,Haryana,Looking for Sales Girl in Haryana with skills in Grooming.,Part-time,20388 INR/month
Health Worker (ASHA),Company_4830,WorkIndia,Tailoring,Bengali,Haryana,Looking for Health Worker (ASHA) in Haryana with skills in Tailoring.,Part-time,Negotiable
Data Entry Operator,Company_4731,Internshala,Call Handling,English,Maharashtra,Looking for Data Entry Operator in Maharashtra with skills in Call Handling.,Part-time,Negotiable
Housekeeper,Company_5096,Indeed,Cooking,Marathi,West Bengal,Looking for Housekeeper in West Bengal with skills in Cooking.,Part-time,18993 INR/month
NGO Worker,Company_5906,Naukri,Listening,Punjabi,Uttar Pradesh,Looking for NGO Worker in Uttar Pradesh with skills in Listening.,Part-time,23232 INR/month
Caregiver,Company_4728,Apna,Social Media Promotion,Bengali,Uttarakhand,Looking for Caregiver in Uttarakhand with skills in Social Media Promotion.,Part-time,25546 INR/month
Beautician Assistant,Company_6129,FreshersWorld,Marketing,Gujarati,Bihar,Looking for Beautician Assistant in Bihar with skills in Marketing.,Full-time,23686 INR/month
NGO Worker,Company_3276,FreshersWorld,Marketing,Hindi,West Bengal,Looking for NGO Worker in West Bengal with skills in Marketing.,Full-time,Negotiable
Tailor,Company_7867,FreshersWorld,Time Management,Gujarati,Madhya Pradesh,Looking for Tailor in Madhya Pradesh with skills in Time Management.,Part-time,27616 INR/month
Anganwadi Worker,Company_3279,Shine,Caregiving,Hindi,Uttar Pradesh,Looking for Anganwadi Worker in Uttar Pradesh with skills in Caregiving.,Part-time,20821 INR/month
Warehouse Helper,Company_2043,WorkIndia,Crafting,Marathi,Uttarakhand,Looking for Warehouse Helper in Uttarakhand with skills in Crafting.,Full-time,Negotiable
Content Writer,Company_2527,Shine,Caregiving,Telugu,Maharashtra,Looking for Content Writer in Maharashtra with skills in Caregiving.,Part-time,15820 INR/month
Housekeeper,Company_2138,FreshersWorld,Tailoring,Bengali,Madhya Pradesh,Looking for Housekeeper in Madhya Pradesh with skills in Tailoring.,Full-time,16746 INR/month
Beautician Assistant,Company_1941,Internshala,Call Handling,English,Haryana,Looking for Beautician Assistant in Haryana with skills in Call Handling.,Part-time,Negotiable
Cook,Company_3115,WorkIndia,Crafting,Bengali,Bihar,Looking for Cook in Bihar with skills in Crafting.,Full-time,12253 INR/month
Caregiver,Company_8081,Indeed,Content Writing,Marathi,Maharashtra,Looking for Caregiver in Maharashtra with skills in Content Writing.,Full-time,15202 INR/month
Warehouse Helper,Company_8519,Internshala,Caregiving,Marathi,Chhattisgarh,Looking for Warehouse Helper in Chhattisgarh with skills in Caregiving.,Part-time,Negotiable
Telecaller,Company_9615,FreshersWorld,Basic Computer,Tamil,Madhya Pradesh,Looking for Telecaller in Madhya Pradesh with skills in Basic Computer.,Part-time,26087 INR/month
Social Media Assistant,Company_5717,FreshersWorld,Caregiving,Hindi,Bihar,Looking for Social Media Assistant in Bihar with skills in Caregiving.,Full-time,21363 INR/month
Anganwadi Worker,Company_5081,WorkIndia,Cleaning,Bengali,Uttarakhand,Looking for Anganwadi Worker in Uttarakhand with skills in Cleaning.,Part-time,24158 INR/month
Social Media Assistant,Company_1715,WorkIndia,Basic Accounting,English,Uttarakhand,Looking for Social Media Assistant in Uttarakhand with skills in Basic Accounting.,Part-time,18971 INR/month
Security Guard,Company_7738,Internshala,Basic Computer,Marathi,Haryana,Looking for Security Guard in Haryana with skills in Basic Computer.,Full-time,22082 INR/month
Data Entry Operator,Company_8388,JobHai,Call Handling,Gujarati,Uttarakhand,Looking for Data Entry Operator in Uttarakhand with skills in Call Handling.,Part-time,11462 INR/month
Social Media Assistant,Company_6630,Apna,Basic Computer,Telugu,Uttarakhand,Looking for Social Media Assistant in Uttarakhand with skills in Basic Computer.,Full-time,22998 INR/month
Housekeeper,Company_6359,Apna,Teaching,English,Rajasthan,Looking for Housekeeper in Rajasthan with skills in Teaching.,Full-time,25117 INR/month
Data Entry Operator,Company_3297,JobHai,Listening,Marathi,Haryana,Looking for Data Entry Operator in Haryana with skills in Listening.,Part-time,15287 INR/month
Online Tutor,Company_5819,Apna,Cleaning,English,Rajasthan,Looking for Online Tutor in Rajasthan with skills in Cleaning.,Part-time,15519 INR/month
Data Entry Operator,Company_6866,Apna,Teaching,Bengali,Haryana,Looking for Data Entry Operator in Haryana with skills in Teaching.,Part-time,27442 INR/month
NGO Worker,Company_6051,FreshersWorld,Sewing,English,Uttarakhand,Looking for NGO Worker in Uttarakhand with skills in Sewing.,Part-time,11594 INR/month
Caregiver,Company_4276,Indeed,Customer Support,Gujarati,Madhya Pradesh,Looking for Caregiver in Madhya Pradesh with skills in Customer Support.,Part-time,10477 INR/month
Cook,Company_3750,Indeed,Basic Computer,Marathi,Bihar,Looking for Cook in Bihar with skills in Basic Computer.,Full-time,Negotiable
Sales Girl,Company_4105,JobHai,Cooking,Gujarati,Chhattisgarh,Looking for Sales Girl in Chhattisgarh with skills in Cooking.,Full-time,22945 INR/month
Customer Support,Company_6842,JobHai,Customer Support,Marathi,Bihar,Looking for Customer Support in Bihar with skills in Customer Support.,Part-time,Negotiable
Cook,Company_4606,Apna,Crafting,Marathi,Haryana,Looking for Cook in Haryana with skills in Crafting.,Part-time,22090 INR/month
Housekeeper,Company_9185,JobHai,Communication,Tamil,Maharashtra,Looking for Housekeeper in Maharashtra with skills in Communication.,Full-time,Negotiable
Security Guard,Company_7366,Naukri,Teaching,English,West Bengal,Looking for Security Guard in West Bengal with skills in Teaching.,Full-time,14355 INR/month
Cook,Company_2106,Naukri,Packing,Gujarati,Haryana,Looking for Cook in Haryana with skills in Packing.,Part-time,29170 INR/month
Social Media Assistant,Company_1217,WorkIndia,Call Handling,Marathi,Chhattisgarh,Looking for Social Media Assistant in Chhattisgarh with skills in Call Handling.,Part-time,14065 INR/month
Anganwadi Worker,Company_1981,Indeed,Grooming,Marathi,Bihar,Looking for Anganwadi Worker in Bihar with skills in Grooming.,Part-time,16619 INR/month
Telecaller,Company_8270,WorkIndia,Communication,Hindi,Madhya Pradesh,Looking for Telecaller in Madhya Pradesh with skills in Communication.,Full-time,19113 INR/month
Cook,Company_1388,Apna,Call Handling,Tamil,Maharashtra,Looking for Cook in Maharashtra with skills in Call Handling.,Part-time,21230 INR/month
Beautician Assistant,Company_4644,Indeed,Listening,Hindi,Madhya Pradesh,Looking for Beautician Assistant in Madhya Pradesh with skills in Listening.,Full-time,20539 INR/month
Online Tutor,Company_9055,FreshersWorld,Packing,Hindi,Bihar,Looking for Online Tutor in Bihar with skills in Packing.,Part-time,Negotiable
Telecaller,Company_9992,Indeed,Content Writing,English,Rajasthan,Looking for Telecaller in Rajasthan with skills in Content Writing.,Full-time,17743 INR/month
Sales Girl,Company_3689,JobHai,Grooming,Telugu,Maharashtra,Looking for Sales Girl in Maharashtra with skills in Grooming.,Full-time,15781 INR/month
Beautician Assistant,Company_5454,Internshala,Health Awareness,Telugu,Madhya Pradesh,Looking for Beautician Assistant in Madhya Pradesh with skills in Health Awareness.,Full-time,21782 INR/month
Caregiver,Company_7925,WorkIndia,Basic Accounting,Telugu,Haryana,Looking for Caregiver in Haryana with skills in Basic Accounting.,Full-time,15107 INR/month
Packing Assistant,Company_5918,Apna,Crafting,Tamil,Bihar,Looking for Packing Assistant in Bihar with skills in Crafting.,Full-time,Negotiable
Online Tutor,Company_8431,Internshala,Crafting,Telugu,Maharashtra,Looking for Online Tutor in Maharashtra with skills in Crafting.,Part-time,25756 INR/month
Data Entry Operator,Company_3535,Shine,Content Writing,Telugu,Madhya Pradesh,Looking for Data Entry Operator in Madhya Pradesh with skills in Content Writing.,Full-time,Negotiable
Sales Girl,Company_7465,Shine,Social Media Promotion,Tamil,Uttarakhand,Looking for Sales Girl in Uttarakhand with skills in Social Media Promotion.,Full-time,26041 INR/month
Anganwadi Worker,Company_7304,JobHai,Grooming,Hindi,Bihar,Looking for Anganwadi Worker in Bihar with skills in Grooming.,Full-time,Negotiable
Customer Support,Company_1945,Internshala,Time Management,Telugu,West Bengal,Looking for Customer Support in West Bengal with skills in Time Management.,Full-time,18086 INR/month
Beautician Assistant,Company_3422,FreshersWorld,Sewing,Gujarati,Uttar Pradesh,Looking for Beautician Assistant in Uttar Pradesh with skills in Sewing.,Part-time,14828 INR/month
Health Worker (ASHA),Company_2912,Indeed,Cleaning,Bengali,Uttar Pradesh,Looking for Health Worker (ASHA) in Uttar Pradesh with skills in Cleaning.,Full-time,22594 INR/month
Caregiver,Company_3716,JobHai,Call Handling,Marathi,Uttarakhand,Looking for Caregiver in Uttarakhand with skills in Call Handling.,Full-time,19903 INR/month
Sales Girl,Company_2456,WorkIndia,Caregiving,Punjabi,Uttarakhand,Looking for Sales Girl in Uttarakhand with skills in Caregiving.,Part-time,21285 INR/month
Telecaller,Company_1105,Internshala,Communication,Tamil,Maharashtra,Looking for Telecaller in Maharashtra with skills in Communication.,Full-time,10051 INR/month
Content Writer,Company_8060,JobHai,Grooming,Tamil,Maharashtra,Looking for Content Writer in Maharashtra with skills in Grooming.,Part-time,14401 INR/month
NGO Worker,Company_4482,FreshersWorld,Basic Accounting,English,Haryana,Looking for NGO Worker in Haryana with skills in Basic Accounting.,Part-time,Negotiable
Online Tutor,Company_2789,Indeed,Teaching,Tamil,Haryana,Looking for Online Tutor in Haryana with skills in Teaching.,Full-time,Negotiable
Anganwadi Worker,Company_2052,JobHai,Crafting,English,Maharashtra,Looking for Anganwadi Worker in Maharashtra with skills in Crafting.,Part-time,25659 INR/month
Packing Assistant,Company_1118,JobHai,Tailoring,Hindi,Maharashtra,Looking for Packing Assistant in Maharashtra with skills in Tailoring.,Full-time,11371 INR/month
Content Writer,Company_9520,Indeed,Call Handling,Hindi,Uttarakhand,Looking for Content Writer in Uttarakhand with skills in Call Handling.,Full-time,25922 INR/month
Packing Assistant,Company_7074,Shine,Cleaning,Tamil,West Bengal,Looking for Packing Assistant in West Bengal with skills in Cleaning.,Full-time,20329 INR/month
Beautician Assistant,Company_6833,Shine,Crafting,Tamil,Uttar Pradesh,Looking for Beautician Assistant in Uttar Pradesh with skills in Crafting.,Full-time,10101 INR/month
Social Media Assistant,Company_9693,WorkIndia,Content Writing,Hindi,Bihar,Looking for Social Media Assistant in Bihar with skills in Content Writing.,Part-time,18144 INR/month
Delivery Boy,Company_7768,FreshersWorld,Cleaning,Telugu,Chhattisgarh,Looking for Delivery Boy in Chhattisgarh with skills in Cleaning.,Full-time,Negotiable
Cook,Company_6333,Apna,Packing,Gujarati,Uttar Pradesh,Looking for Cook in Uttar Pradesh with skills in Packing.,Full-time,25877 INR/month
